name,occurences,%
Reinforced Morningstar of Destruction,2,0.002
Sandles of Fiery Might,10,0.01
Silver Bracer of Suffering,4,0.004
Crystal Pendant of Wit,3,0.003
Lava-Forged Quarterstaff of Healing,2,0.002
Ancient Fire Flame of Abyss,1,0.001
Crystal Amulet of Suffering,5,0.005
Silver Ring of Torment,6,0.006
Lava-Forged Spear of Wit,2,0.002
Steel Ice Flame of Torment,3,0.003
Sage Necklace of Lightning,2,0.002
Bronze Scepter of Torment,1,0.001
Silk Robe of Abyss,12,0.012
Mystic Scepter of Healing,1,0.001
Club of Sun,1,0.001
Shadow Fire Flame of Arcane,1,0.001
Forged Double Bow of Souls,1,0.001
Worn Quarterstaff of Shadows,2,0.002
Morningstar of Might,1,0.001
Cracked Short Bow of Brilliance,3,0.003
Ancient Tome of Wit,2,0.002
Dragonscale Necklace of Might,8,0.008
Reinforced Morningstar of Storms,2,0.002
Enchanted Pendant of Sun,6,0.006
Enchanted Necklace of Moon,1,0.001
Reinforced Long Bow of Abyss,1,0.001
Dragonscale Ring of Abyss,5,0.005
Worn Staff of Vengeance,1,0.001
Ancient Greater Wand,1,0.001
Diamond Pendant of Void,2,0.002
Shadow Scepter of Healing,1,0.001
Cryptic Pendant of Might,4,0.004
Double Bow of Arcane,1,0.001
True Bracelet of Lightning,2,0.002
Steel Club of Wit,2,0.002
Leather Shoes of Lightning,6,0.006
Steel Scythe,1,0.001
Enflamed Pendant of Insanity,3,0.003
Steel Wand of Storms,1,0.001
Engraved Bracer of Void,7,0.006999999999999999
Bronze Amulet of Sun,3,0.003
Reinforced Quarterstaff of Torment,3,0.003
Bronze Rapier of Souls,2,0.002
Wand of Brilliance,2,0.002
Dragonscale Choker of Shadows,6,0.006
Wood Halberd of Destruction,2,0.002
Lava-Forged Greater Wand,2,0.002
Cryptic Choker of Souls,3,0.003
Bronze Spear of Suffering,4,0.004
Elemental Amulet of Doom,3,0.003
Cracked Rapier of Arcane,2,0.002
Bronze Double Bow of Warding,1,0.001
Wood Wand of Arcane,2,0.002
Silver Ring of Vengeance,3,0.003
Exquisite Amulet of Moon,6,0.006
Shadow Staff of Abyss,3,0.003
Lava-Forged Bracelet of Brilliance,4,0.004
Demonic Quarterstaff of Rage,1,0.001
Imbued Necklace of Skill,8,0.008
Short Bow of Doom,2,0.002
Reinforced Long Bow of Rage,1,0.001
Steel Short Bow of Shadows,2,0.002
Gold Bracer of Abyss,4,0.004
Divine Pendant of Rage,6,0.006
Steel Long Sword of Wit,1,0.001
Cast Iron Short Bow of Insanity,2,0.002
Enflamed Bracer of Destruction,8,0.008
Lava-Forged Tome of Arcane,3,0.003
Exquisite Choker of Suffering,4,0.004
Cast Iron Axe of Skill,5,0.005
Pendant of Destruction,6,0.006
Lava-Forged Choker of Vengeance,4,0.004
Tome of Doom,1,0.001
Enchanted Choker of Doom,2,0.002
Worn Fire Flame of Pain,1,0.001
Steel Boots of Storms,13,0.013
Lava-Forged Greater Wand of Sun,1,0.001
Champion Axe of Fiery Might,1,0.001
Engraved Amulet of Sun,6,0.006
Worn Morningstar of Sun,3,0.003
Enchanted Necklace of Destruction,6,0.006
Mystic Mace of Void,2,0.002
Ancient Fire Flame of Light,2,0.002
Cast Iron Long Bow of Pain,1,0.001
Mystic Spear of Storms,1,0.001
Gold Choker of Void,3,0.003
Cracked Mace of Brilliance,2,0.002
Demonic Morningstar of Torment,1,0.001
Cracked Ice Flame of Might,1,0.001
Worn Dagger of Insanity,3,0.003
Shadow Boots of Lightning,14,0.013999999999999999
Cast Iron Double Bow of Arcane,1,0.001
Reinforced Staff of Warding,2,0.002
Champion Scythe of Sun,3,0.003
Dragonscale Pendant of Skill,6,0.006
Steel Axe of Lightning,2,0.002
Worn Amulet of Warding,3,0.003
Shadow Fire Flame of Insanity,2,0.002
Possessed Bracer of Insanity,3,0.003
Axe of Souls,1,0.001
Imbued Bracelet of Void,6,0.006
Demonic Rapier of Light,2,0.002
Bronze Scythe of Healing,2,0.002
Enflamed Amulet of Torment,6,0.006
Forged Morningstar of Insanity,3,0.003
Steel Scythe of Brilliance,1,0.001
Ring of Vengeance,7,0.006999999999999999
Bronze Mace of Healing,1,0.001
Plague Amulet of Suffering,4,0.004
Shadow Quarterstaff of Healing,2,0.002
Leather Breastplate of Brilliance,11,0.011000000000000001
Cryptic Necklace of Healing,6,0.006
Divine Bracer of Suffering,5,0.005
Reinforced Ice Flame of Healing,3,0.003
Cracked Wand of Rage,3,0.003
Steel Wand of Torment,1,0.001
Worn Quarterstaff of Vengeance,1,0.001
Ancient Greater Wand of Abyss,2,0.002
Worn Scythe of Abyss,2,0.002
Cracked Dagger of Abyss,1,0.001
Champion Club of Suffering,1,0.001
Silver Bracer of Might,3,0.003
Forged Dagger of Souls,1,0.001
Enflamed Pendant of Destruction,5,0.005
Amulet,5,0.005
Ancient Morningstar,2,0.002
Pegasus Sandles of Wit,5,0.005
Wood Quarterstaff of Warding,3,0.003
Bronze Axe of Torment,2,0.002
Worn Choker of Suffering,3,0.003
Silk Robe of Shadows,10,0.01
True Choker of Skill,2,0.002
Lava-Forged Staff of Skill,1,0.001
Forged Morningstar of Healing,1,0.001
Sage Amulet of Insanity,5,0.005
Club of Shadows,1,0.001
Steel Greater Wand,1,0.001
Bronze Tome of Suffering,2,0.002
Forged Fire Flame of Doom,3,0.003
Demonic Dagger of Fiery Might,1,0.001
Cracked Dagger of Vengeance,2,0.002
Cracked Staff of Vengeance,2,0.002
Reinforced Spear of Insanity,3,0.003
Gold Ring of Fiery Might,4,0.004
Worn Spear of Healing,1,0.001
Cracked Greater Wand of Pain,2,0.002
Reinforced Short Bow of Rage,1,0.001
Cracked Club of Light,2,0.002
Forged Scepter of Skill,1,0.001
True Amulet of Souls,5,0.005
Choker of Storms,5,0.005
Wood Dagger of Brilliance,2,0.002
Elemental Choker of Storms,5,0.005
Steel Staff of Insanity,1,0.001
Ancient Axe of Healing,3,0.003
Reinforced Quarterstaff of Light,1,0.001
Cracked Warhammer of Brilliance,1,0.001
Ancient Dagger of Doom,1,0.001
Gold Necklace,4,0.004
Worn Dagger of Doom,2,0.002
Cracked Long Sword of Brilliance,1,0.001
Reinforced Scythe of Souls,2,0.002
Wood Tome of Torment,2,0.002
Worn Wand of Moon,3,0.003
Worn Mace of Suffering,1,0.001
Exquisite Ring of Fiery Might,5,0.005
Bronze Pendant of Moon,2,0.002
Cracked Club,2,0.002
Jacket of Rage,9,0.009000000000000001
Mystic Scythe of Moon,1,0.001
Elemental Bracer,3,0.003
Tunic of Brilliance,13,0.013
Wood Fire Flame of Rage,1,0.001
Wood Fire Flame of Storms,3,0.003
Plague Bracer of Arcane,3,0.003
Cracked Greater Wand of Wit,2,0.002
Plague Ring of Destruction,1,0.001
Elemental Necklace of Moon,4,0.004
Steel Ice Flame of Brilliance,3,0.003
Possessed Choker of Doom,6,0.006
Shadow Tome of Might,2,0.002
Exquisite Pendant of Wit,5,0.005
Mystic Short Bow of Moon,1,0.001
Enchanted Choker of Skill,2,0.002
Cast Iron Club of Storms,2,0.002
Cracked Morningstar of Fiery Might,2,0.002
Mystic Double Bow of Souls,1,0.001
True Pendant of Vengeance,7,0.006999999999999999
Enchanted Bracer of Storms,4,0.004
Steel Rapier of Warding,1,0.001
Crystal Choker of Rage,6,0.006
Shadow Mace of Void,2,0.002
Possessed Pendant of Doom,6,0.006
Halberd of Torment,1,0.001
Cracked Boots of Torment,10,0.01
Cast Iron Rapier of Moon,2,0.002
Sage Choker of Shadows,5,0.005
Bronze Rapier of Light,1,0.001
Cracked Fire Flame of Pain,2,0.002
Steel Morningstar of Warding,2,0.002
Diamond Ring of Destruction,3,0.003
Halberd of Shadows,4,0.004
Sage Ring of Light,4,0.004
Shadow Club of Suffering,2,0.002
Cracked Long Sword of Pain,1,0.001
Steel Rapier,5,0.005
Steel Mace of Wit,3,0.003
Ancient Quarterstaff of Light,3,0.003
Worn Warhammer of Doom,2,0.002
Cryptic Amulet of Light,5,0.005
Bronze Tome of Vengeance,2,0.002
Shadow Club of Arcane,1,0.001
Bronze Short Bow of Abyss,1,0.001
Cracked Scepter of Healing,2,0.002
Cast Iron Scepter,2,0.002
Bronze Necklace of Insanity,1,0.001
Plague Bracelet of Rage,7,0.006999999999999999
Shadow Long Sword of Vengeance,2,0.002
Forged Staff of Brilliance,1,0.001
Dragonscale Bracelet,6,0.006
Reinforced Staff of Healing,1,0.001
Demonic Rapier of Rage,1,0.001
Shadow Axe of Doom,1,0.001
Cast Iron Rapier of Souls,1,0.001
Cracked Ice Flame of Sun,2,0.002
Reinforced Mace of Brilliance,2,0.002
Wand of Wit,1,0.001
Worn Ring of Shadows,3,0.003
Crystal Necklace of Healing,2,0.002
Cast Iron Double Bow of Torment,1,0.001
Wand of Rage,2,0.002
Bronze Mace of Brilliance,1,0.001
Morningstar of Wit,2,0.002
Mystic Tome of Vengeance,2,0.002
Bronze Halberd of Pain,1,0.001
Gold Bracelet of Light,2,0.002
Pendant of Skill,5,0.005
Champion Scepter of Brilliance,2,0.002
Demonic Staff of Brilliance,1,0.001
Lava-Forged Bracer of Insanity,3,0.003
Cast Iron Rapier of Brilliance,1,0.001
Elemental Necklace of Void,4,0.004
Divine Bracelet of Destruction,6,0.006
Bronze Wand of Pain,2,0.002
Lava-Forged Bracer of Destruction,6,0.006
Mystic Warhammer of Souls,1,0.001
Ancient Spear of Healing,1,0.001
True Amulet of Skill,4,0.004
Demonic Fire Flame of Healing,2,0.002
Champion Warhammer of Void,1,0.001
Worn Scepter of Lightning,1,0.001
Worn Club of Torment,2,0.002
Engraved Choker,2,0.002
Cast Iron Long Sword of Souls,1,0.001
Exquisite Pendant of Brilliance,3,0.003
Cast Iron Quarterstaff of Vengeance,2,0.002
Steel Rapier of Shadows,1,0.001
Sage Ring of Vengeance,4,0.004
Sage Amulet of Torment,3,0.003
Worn Scepter of Warding,1,0.001
Lava-Forged Morningstar of Vengeance,2,0.002
Forged Long Sword of Abyss,3,0.003
Shadow Morningstar of Torment,2,0.002
Steel Fire Flame of Souls,1,0.001
Bronze Pendant of Skill,3,0.003
Demonic Tome of Skill,2,0.002
Imbued Pendant of Moon,4,0.004
Forged Mace of Void,1,0.001
Lava-Forged Fire Flame of Fiery Might,2,0.002
Divine Necklace of Lightning,4,0.004
Bronze Club of Wit,2,0.002
Forged Scepter of Fiery Might,1,0.001
Engraved Ring of Moon,7,0.006999999999999999
Steel Club of Moon,3,0.003
Wood Tome of Doom,1,0.001
Champion Short Bow of Skill,2,0.002
Dagger of Warding,1,0.001
Cast Iron Scythe of Might,1,0.001
Steel Halberd of Vengeance,2,0.002
Reinforced Dagger of Might,1,0.001
Crystal Bracelet of Wit,5,0.005
Cracked Club of Arcane,3,0.003
Shadow Dagger of Doom,1,0.001
Crystal Amulet of Healing,2,0.002
Champion Long Bow of Might,3,0.003
Forged Long Sword of Moon,1,0.001
Wood Staff of Sun,3,0.003
Shadow Short Bow,1,0.001
Cryptic Pendant of Healing,3,0.003
Shadow Morningstar of Void,2,0.002
Bronze Choker of Souls,5,0.005
Forged Tome of Moon,2,0.002
Possessed Choker of Souls,2,0.002
Long Sword of Fiery Might,2,0.002
Engraved Choker of Healing,5,0.005
Ancient Wand of Brilliance,3,0.003
Lava-Forged Double Bow of Torment,2,0.002
Demonic Scepter of Warding,2,0.002
Possessed Amulet of Arcane,2,0.002
Quarterstaff of Healing,2,0.002
Silk Tunic of Void,9,0.009000000000000001
Shadow Tome of Suffering,4,0.004
Bronze Long Sword of Moon,2,0.002
Cast Iron Double Bow of Vengeance,2,0.002
Shadow Rapier of Insanity,2,0.002
Exquisite Bracer of Moon,4,0.004
Bronze Scepter of Insanity,2,0.002
Mystic Dagger of Insanity,1,0.001
Champion Scepter of Might,2,0.002
Engraved Amulet of Light,3,0.003
Cast Iron Scepter of Doom,1,0.001
Exquisite Bracer of Storms,6,0.006
Diamond Choker of Light,1,0.001
Cracked Axe of Light,1,0.001
Cracked Ice Flame of Healing,2,0.002
Champion Rapier of Healing,1,0.001
Exquisite Choker of Light,3,0.003
Reinforced Scepter of Moon,2,0.002
Necklace of Brilliance,3,0.003
Possessed Ring of Vengeance,8,0.008
Shadow Fire Flame of Light,1,0.001
Enflamed Choker of Pain,1,0.001
Champion Wand of Pain,2,0.002
Silver Ring of Fiery Might,3,0.003
Steel Axe of Torment,2,0.002
Cracked Warhammer of Skill,1,0.001
Forged Warhammer of Storms,1,0.001
Cryptic Bracer of Light,2,0.002
Cryptic Amulet of Void,4,0.004
Worn Mace of Storms,1,0.001
Mystic Robe of Shadows,11,0.011000000000000001
Elemental Bracelet of Torment,5,0.005
Champion Ice Flame of Torment,2,0.002
Sage Bracelet of Healing,7,0.006999999999999999
Champion Mace,1,0.001
Ancient Tome of Light,1,0.001
Plague Choker of Sun,3,0.003
Steel Warhammer of Destruction,1,0.001
Diamond Necklace of Insanity,5,0.005
Lava-Forged Long Bow,2,0.002
Shadow Halberd of Might,2,0.002
Reinforced Double Bow of Shadows,2,0.002
Demonic Mace of Moon,1,0.001
Lava-Forged Scythe of Arcane,1,0.001
Crimson Amulet of Moon,2,0.002
Reinforced Short Bow of Void,3,0.003
Possessed Ring of Insanity,8,0.008
Choker of Fiery Might,4,0.004
Worn Scepter of Arcane,2,0.002
True Bracelet of Shadows,7,0.006999999999999999
Worn Pendant of Sun,2,0.002
Cast Iron Staff of Skill,2,0.002
Worn Dagger of Lightning,1,0.001
Enchanted Bracer of Insanity,8,0.008
Worn Long Sword of Might,2,0.002
Mystic Ice Flame of Light,1,0.001
Bronze Warhammer of Sun,3,0.003
Reinforced Shoes of Lightning,6,0.006
Bronze Ice Flame of Moon,1,0.001
Reinforced Short Bow of Wit,2,0.002
Worn Scythe of Might,1,0.001
Silver Amulet of Lightning,2,0.002
Demonic Mace of Brilliance,2,0.002
Cracked Quarterstaff of Might,1,0.001
Cast Iron Tome of Torment,3,0.003
Bronze Ring of Torment,2,0.002
Crimson Choker of Storms,5,0.005
Ancient Scepter of Suffering,2,0.002
Worn Club of Healing,2,0.002
Cast Iron Club of Shadows,2,0.002
Champion Morningstar of Pain,1,0.001
Champion Fire Flame of Pain,1,0.001
Elemental Bracelet of Rage,11,0.011000000000000001
Silver Ring of Brilliance,7,0.006999999999999999
Reinforced Double Bow of Storms,1,0.001
True Choker of Shadows,5,0.005
Bronze Staff of Moon,2,0.002
Reinforced Short Bow of Souls,1,0.001
Mystic Wand of Torment,2,0.002
Cracked Boots of Pain,7,0.006999999999999999
Elemental Amulet of Healing,6,0.006
Champion Club of Light,2,0.002
Elemental Bracelet of Healing,5,0.005
Sage Amulet of Healing,5,0.005
Bronze Greater Wand of Void,1,0.001
Lava-Forged Spear of Fiery Might,1,0.001
Crystal Bracelet of Warding,4,0.004
Ancient Long Sword of Storms,1,0.001
Bronze Bracer of Lightning,10,0.01
Bronze Morningstar of Warding,2,0.002
Imbued Necklace of Storms,4,0.004
Elemental Amulet,4,0.004
Reinforced Rapier of Moon,1,0.001
Cast Iron Club of Lightning,3,0.003
Crimson Amulet of Souls,1,0.001
Champion Scythe of Might,2,0.002
Demonic Halberd of Wit,4,0.004
Worn Rapier of Might,1,0.001
Cast Iron Warhammer of Shadows,2,0.002
Sandles of Rage,7,0.006999999999999999
Exquisite Choker of Rage,2,0.002
Reinforced Axe of Wit,1,0.001
Axe of Void,1,0.001
Cryptic Bracer of Arcane,4,0.004
Lava-Forged Mace of Torment,1,0.001
Lava-Forged Ice Flame of Destruction,1,0.001
Divine Choker of Arcane,1,0.001
Ancient Long Bow of Vengeance,4,0.004
Demonic Club of Rage,2,0.002
Enchanted Bracelet of Torment,4,0.004
Enflamed Ring of Sun,6,0.006
Cracked Short Bow of Suffering,2,0.002
Ancient Halberd of Insanity,2,0.002
Cast Iron Quarterstaff of Insanity,2,0.002
Cast Iron Mace of Fiery Might,3,0.003
Cryptic Ring of Arcane,3,0.003
Forged Double Bow of Pain,4,0.004
Forged Wand of Skill,1,0.001
Crimson Bracelet of Doom,2,0.002
Imbued Necklace of Shadows,2,0.002
Cast Iron Axe of Pain,1,0.001
Worn Tome of Rage,2,0.002
Enflamed Pendant of Rage,7,0.006999999999999999
Lava-Forged Staff of Pain,1,0.001
Cryptic Pendant of Sun,4,0.004
Lava-Forged Mace of Wit,3,0.003
Worn Necklace of Destruction,5,0.005
Shadow Long Bow of Brilliance,2,0.002
Mystic Greater Wand of Fiery Might,1,0.001
Enchanted Bracelet of Skill,4,0.004
Cast Iron Club of Suffering,1,0.001
Enflamed Pendant of Storms,6,0.006
Cracked Warhammer of Wit,1,0.001
Steel Scythe of Storms,2,0.002
Mystic Morningstar of Torment,1,0.001
Wood Rapier of Void,2,0.002
Engraved Necklace of Shadows,5,0.005
Ancient Wand of Storms,1,0.001
Bronze Halberd of Fiery Might,1,0.001
Ancient Dagger of Light,1,0.001
Shadow Greater Wand of Lightning,2,0.002
Enflamed Bracer of Light,4,0.004
Elemental Amulet of Torment,6,0.006
Cracked Long Bow of Doom,2,0.002
Bronze Wand of Void,2,0.002
Lava-Forged Tome of Torment,1,0.001
Invisibility Cloak of Lightning,10,0.01
Steel Long Bow of Shadows,2,0.002
Dagger of Brilliance,1,0.001
Reinforced Breastplate of Sun,8,0.008
Ancient Scepter of Abyss,2,0.002
True Necklace of Destruction,4,0.004
Steel Warhammer of Rage,1,0.001
Plague Amulet of Wit,3,0.003
Cracked Halberd of Might,1,0.001
Worn Bracer of Shadows,1,0.001
Worn Staff of Sun,4,0.004
Enchanted Bracer of Vengeance,3,0.003
Shadow Scepter,2,0.002
Mystic Scythe of Skill,2,0.002
Lava-Forged Ring of Healing,4,0.004
Lava-Forged Bracer of Fiery Might,2,0.002
Cracked Quarterstaff of Abyss,1,0.001
Bear Chest of Torment,6,0.006
Cast Iron Mace of Suffering,1,0.001
Engraved Pendant of Warding,4,0.004
Cracked Scepter of Destruction,5,0.005
Wood Double Bow of Insanity,2,0.002
Shadow Greater Wand of Souls,1,0.001
Wood Tome of Wit,2,0.002
Champion Long Sword of Arcane,2,0.002
Plague Ring,6,0.006
Forged Greater Wand of Might,3,0.003
Crimson Bracer of Void,3,0.003
Ancient Staff of Brilliance,2,0.002
Reinforced Breastplate of Destruction,5,0.005
Gold Ring of Moon,5,0.005
Champion Breastplate of Abyss,11,0.011000000000000001
Shadow Quarterstaff of Void,1,0.001
Warhammer of Moon,3,0.003
Steel Staff of Might,2,0.002
Mystic Long Sword of Skill,3,0.003
Dragonscale Amulet of Skill,5,0.005
Scythe of Arcane,1,0.001
Enchanted Choker of Light,5,0.005
Champion Warhammer of Moon,3,0.003
Shadow Mace of Healing,1,0.001
Wood Ice Flame of Destruction,1,0.001
Reinforced Axe of Pain,1,0.001
Demonic Ice Flame of Moon,1,0.001
Lava-Forged Scythe of Insanity,3,0.003
Dragonscale Bracelet of Skill,3,0.003
Dragonscale Bracelet of Torment,4,0.004
Worn Long Sword of Abyss,3,0.003
Ancient Quarterstaff of Abyss,2,0.002
Crimson Bracelet of Vengeance,6,0.006
Worn Short Bow of Warding,2,0.002
Cast Iron Staff of Torment,1,0.001
Champion Boots of Might,8,0.008
Axe of Arcane,1,0.001
Diamond Bracer of Sun,4,0.004
Cryptic Amulet of Storms,2,0.002
Bronze Scythe of Brilliance,3,0.003
Steel Scythe of Warding,1,0.001
Wood Boots of Destruction,8,0.008
Demonic Scythe of Healing,4,0.004
Ancient Rapier of Light,1,0.001
Worn Ring of Storms,4,0.004
Mystic Warhammer of Rage,1,0.001
Wood Ice Flame of Abyss,3,0.003
Lava-Forged Necklace of Skill,5,0.005
Bracer of Storms,9,0.009000000000000001
Double Bow of Doom,2,0.002
Reinforced Wand of Fiery Might,1,0.001
Reinforced Staff of Suffering,3,0.003
Plague Bracelet of Pain,1,0.001
Cracked Fire Flame of Doom,4,0.004
Wood Club of Souls,2,0.002
Shadow Long Sword of Souls,2,0.002
Steel Halberd of Suffering,2,0.002
Wood Long Bow of Doom,1,0.001
Engraved Pendant of Destruction,3,0.003
Ancient Club of Pain,3,0.003
Elemental Necklace of Lightning,2,0.002
Shadow Spear of Brilliance,2,0.002
Exquisite Bracer of Lightning,3,0.003
Enchanted Amulet of Arcane,5,0.005
Club of Doom,2,0.002
Dragonscale Amulet of Fiery Might,6,0.006
Steel Greater Wand of Rage,2,0.002
Champion Rapier of Souls,3,0.003
Shadow Tome of Vengeance,1,0.001
Cracked Axe of Warding,2,0.002
Ancient Spear of Doom,2,0.002
Cracked Ice Flame of Lightning,1,0.001
Shadow Wand of Skill,1,0.001
Forged Fire Flame of Might,1,0.001
Bronze Club of Void,1,0.001
Elemental Choker of Light,5,0.005
Cracked Warhammer of Light,1,0.001
Cracked Greater Wand of Warding,2,0.002
Demonic Scepter of Suffering,1,0.001
Cracked Wand of Shadows,2,0.002
Bracelet of Souls,1,0.001
Steel Rapier of Sun,1,0.001
Ancient Long Sword of Skill,1,0.001
Divine Necklace of Skill,4,0.004
Shadow Mace of Destruction,1,0.001
Cracked Staff of Sun,1,0.001
Exquisite Pendant,4,0.004
Forged Morningstar of Shadows,1,0.001
Sage Necklace of Abyss,3,0.003
Ancient Rapier of Vengeance,2,0.002
Worn Greater Wand of Pain,2,0.002
Cast Iron Scepter of Pain,1,0.001
Reinforced Tome of Wit,1,0.001
Mace of Souls,1,0.001
Diamond Necklace of Arcane,4,0.004
Demonic Dagger of Souls,1,0.001
Steel Dagger of Fiery Might,1,0.001
Divine Amulet of Light,2,0.002
Wood Greater Wand of Brilliance,2,0.002
Divine Amulet of Souls,6,0.006
Lava-Forged Short Bow,1,0.001
Shadow Scepter of Arcane,1,0.001
Lava-Forged Short Bow of Wit,2,0.002
Cryptic Ring of Skill,2,0.002
Dragonscale Necklace of Light,4,0.004
Cast Iron Double Bow of Brilliance,1,0.001
Bronze Choker of Storms,5,0.005
Cracked Spear of Shadows,3,0.003
Bronze Halberd of Vengeance,1,0.001
Divine Ring of Skill,6,0.006
Cast Iron Scepter of Warding,2,0.002
Champion Scepter of Sun,2,0.002
Silver Pendant of Warding,5,0.005
Worn Axe of Sun,1,0.001
Ancient Double Bow of Sun,1,0.001
Elemental Necklace of Torment,6,0.006
Forged Scythe of Abyss,2,0.002
Reinforced Halberd of Pain,5,0.005
Silver Pendant of Void,5,0.005
Worn Spear of Souls,2,0.002
Gold Ring of Skill,4,0.004
Ancient Ice Flame of Torment,2,0.002
Imbued Bracer of Torment,5,0.005
Shadow Quarterstaff of Skill,3,0.003
Bronze Warhammer of Skill,4,0.004
Shadow Spear of Healing,3,0.003
Worn Rapier of Souls,3,0.003
Demonic Halberd of Pain,2,0.002
Bronze Choker of Arcane,4,0.004
Worn Dagger of Rage,1,0.001
Plague Bracelet of Vengeance,7,0.006999999999999999
Forged Spear of Moon,1,0.001
Elemental Necklace of Destruction,3,0.003
Worn Greater Wand of Torment,2,0.002
Enflamed Bracer of Warding,4,0.004
Demonic Mace of Suffering,1,0.001
Champion Quarterstaff of Abyss,1,0.001
Cast Iron Halberd of Healing,1,0.001
